"","X","Animal.ID","Name","Found.Location","Intake.Type","Intake.Condition","Animal.Type","Sex.upon.Intake","Age.upon.Intake","Breed","Color","Intake.Date","Outcome.Subtype","Sex.upon.Outcome","Age.upon.Outcome","date.y","DOB","outcome","kitten","juvenile","young_adult","adult","old","multicolor","black","blue","brown","gray","orange","seal","silver","white","dom_short","dom_med","dom_long","siam","adopted","AgeDaysInt"
"5095",5095,"A684387","","8400 Linden Lp in Travis (TX)","Stray","Nursing","Cat","Intact Female","2 weeks","Domestic Shorthair Mix","Black",2014-07-22,"Partner","Intact Female","2 weeks",2014-07-22,2014-07-08,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",14
"5101",5101,"A684341","Apple","15609 Us Hwy 290 E in Travis (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Snowshoe Mix","Seal Point",2014-07-22,"Partner","Intact Female","4 weeks",2014-07-23,2014-06-22,"Transfer",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0",30
"5102",5102,"A684323","Tiger Lilly","8308 Rockwood in Austin (TX)","Stray","Feral","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Brown Tabby/White",2014-07-22,"Partner","Spayed Female","1 year",2014-07-29,2013-07-21,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",366
"5104",5104,"A684336","","1605 Mckinley Ave. in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black/White",2014-07-22,"Suffering","Intact Male","1 month",2014-07-22,2014-05-22,"Euthanasia",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",61
"5106",5106,"A684344","Baby Princes","15609 Us Hwy 290 E in Travis (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White",2014-07-22,"Foster","Spayed Female","2 months",2014-08-30,2014-06-22,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",30
"5107",5107,"A631781","Butterscotch","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","9 years","British Shorthair","Orange Tabby/White",2014-07-22,"","Spayed Female","9 years",2014-07-30,2005-07-08,"Adoption",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",3301
"5113",5113,"A637291","Luna","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Blue Tabby",2014-07-23,"","Spayed Female","2 years",2015-01-04,2012-07-24,"Adoption",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",729
"5114",5114,"A684439","","8617 Minot Cir in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Blue Tabby",2014-07-23,"SCRP","Intact Female","2 years",2014-07-24,2012-07-23,"Transfer",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",730
"5117",5117,"A684452","","11407 Marshall Street in Manor (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Medium Hair","Black",2014-07-23,"SCRP","Intact Male","1 year",2014-07-24,2013-01-23,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"0",546
"5126",5126,"A684512","*Max","8305 Steamline Cir in Austin (TX)","Stray","Normal","Cat","Neutered Male","1 month","Domestic Shorthair Mix","Black",2014-07-24,"","Neutered Male","2 months",2014-08-23,2014-06-08,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",46
"5133",5133,"A684459","*Opal","8410 Beech Street in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2014-07-24,"","Spayed Female","2 months",2014-08-13,2014-06-02,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",52
"5136",5136,"A684458","*Amber","8410 Beech Street in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2014-07-24,"","Spayed Female","2 months",2014-08-11,2014-06-02,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",52
"5138",5138,"A684479","*Roger","E Parmer Ln & Samsung Blvd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair Mix","Orange Tabby/White",2014-07-24,"","Neutered Male","4 months",2014-08-14,2014-04-09,"Adoption",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",106
"5140",5140,"A684513","Django","8305 Steamline Cir in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black",2014-07-24,"Foster","Neutered Male","2 months",2014-08-19,2014-06-08,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",46
"5145",5145,"A684596","Silvy","2400 E Oltorf in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Black",2014-07-25,"","Spayed Female","1 year",2014-08-09,2013-01-25,"Return to Owner",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",546
"5148",5148,"A684567","*Jasper","504 W 51St St in Austin (TX)","Stray","Normal","Cat","Neutered Male","3 years","Domestic Shorthair Mix","Black",2014-07-25,"Foster","Neutered Male","3 years",2015-01-13,2011-07-25,"Adoption",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",1096
"5152",5152,"A684589","Rascal","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Snowshoe Mix","Seal Point/White",2014-07-25,"","Neutered Male","2 years",2014-07-30,2012-07-25,"Adoption",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",730
"5163",5163,"A684559","","4703 Blue Meadow in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Siamese Mix","Flame Point",2014-07-25,"Partner","Intact Female","4 weeks",2014-07-26,2014-06-25,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"0",30
"5164",5164,"A684595","","2400 E Oltorf in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","White/Black Smoke",2014-07-25,"","Spayed Female","2 months",2014-08-02,2014-05-10,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",76
"5165",5165,"A684540","Luna","East 6Th St in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black Smoke",2014-07-25,"","Intact Female","1 month",2014-08-15,2014-06-19,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",36
"5170",5170,"A684608","*Button","5560 El Molino Cir in Del Valle (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black/White",2014-07-26,"Foster","Neutered Male","3 months",2014-10-04,2014-06-26,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",30
"5171",5171,"A684607","Alice","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 years","Domestic Shorthair Mix","Blue/White",2014-07-26,"","Spayed Female","3 years",2014-07-27,2011-07-26,"Return to Owner",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"0",1096
"5174",5174,"A684655","Artemis","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","White/Orange Tabby",2014-07-26,"","Intact Female","2 months",2014-07-28,2014-05-26,"Adoption",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"1",61
"5177",5177,"A684617","","10015 Lake Creek Pkwy in Austin (TX)","Stray","Normal","Cat","Intact Female","2 years","Domestic Shorthair Mix","Black",2014-07-26,"SCRP","Intact Female","2 years",2014-07-27,2012-07-26,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",730
"5182",5182,"A684647","","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Blue Tabby/White",2014-07-26,"","Neutered Male","2 months",2014-07-28,2014-05-26,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",61
"5186",5186,"A684654","Minneloa","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby/White",2014-07-26,"Partner","Intact Male","1 month",2014-07-28,2014-06-11,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",45
"5187",5187,"A684649","Apollo","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby/White",2014-07-26,"","Intact Male","2 months",2014-07-28,2014-05-26,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",61
"5189",5189,"A684651","Valencia","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Orange Tabby/White",2014-07-26,"Partner","Intact Female","1 month",2014-07-28,2014-06-11,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",45
"5198",5198,"A684660","","2909 Balfour Falls Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Torbie",2014-07-26,"SCRP","Intact Female","3 months",2014-07-27,2014-04-26,"Transfer",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",91
"5203",5203,"A684690","","10804 Mc Angus Rd in Austin (TX)","Stray","Nursing","Cat","Intact Male","1 weeks","Domestic Shorthair Mix","White/Brown Tabby",2014-07-27,"Partner","Intact Male","1 weeks",2014-07-28,2014-07-19,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",8
"5210",5210,"A684683","","7311Chisos Pass in Austin (TX)","Stray","Normal","Cat","Intact Male","1 week","Domestic Shorthair Mix","Black Tabby",2014-07-27,"Partner","Intact Male","1 week",2014-07-27,2014-07-20,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",7
"5212",5212,"A684698","","3914 Becker Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2014-07-27,"Suffering","Intact Male","1 month",2014-07-31,2014-06-12,"Euthanasia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",45
"5216",5216,"A684711","*Wally","17720 Powder Creek Dr in Manor (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tiger",2014-07-27,"Suffering","Intact Male","1 month",2014-08-02,2014-06-20,"Euthanasia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0",37
"5219",5219,"A684709","","17720 Powder Creek Dr in Manor (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Brown Tabby/White",2014-07-27,"SCRP","Intact Female","1 year",2014-07-28,2013-07-27,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",365
"5229",5229,"A684710","Oscar","17720 Powder Creek Dr in Manor (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2014-07-27,"","Neutered Male","2 months",2014-09-04,2014-06-20,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",37
"5230",5230,"A684674","","183 &  Thunder Creek in Austin (TX)","Stray","Nursing","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","White/Gray",2014-07-27,"Partner","Intact Female","3 weeks",2014-07-27,2014-07-05,"Transfer",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"0",22
"5231",5231,"A684751","","1301 Spyglass Drive in Austin (TX)","Stray","Sick","Cat","Intact Female","2 years","Domestic Shorthair Mix","Calico",2014-07-28,"Suffering","Intact Female","2 years",2014-07-28,2012-07-28,"Euthanasia",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"0",730
"5237",5237,"A684784","Morticia","2100 Barton Springs in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Black",2014-07-28,"","Intact Female","1 month",2014-08-03,2014-06-06,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",52
"5241",5241,"A684760","","1505 Melissa Oaks Ln in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Siamese Mix","Lilac Point",2014-07-28,"Foster","Spayed Female","5 months",2014-08-01,2014-02-28,"Adoption",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",150
"5248",5248,"A684794","","401 Little Texas Ln in Austin (TX)","Stray","Nursing","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Cream Tabby",2014-07-28,"Partner","Intact Male","2 weeks",2014-07-28,2014-07-12,"Transfer",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",16
"5252",5252,"A684781","Ms. Whiskers","2100 Barton Springs in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Calico",2014-07-28,"","Intact Female","1 month",2014-08-03,2014-06-06,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",52
"5254",5254,"A684759","*Emily","1505 Melissa Oaks Ln in Austin (TX)","Stray","Normal","Cat","Spayed Female","1 year","Siamese Mix","Calico Point",2014-07-28,"Partner","Spayed Female","1 year",2014-08-12,2013-07-28,"Transfer",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"0",365
"5255",5255,"A684817","","4603 Commercial Park Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Orange Tabby",2014-07-29,"Suffering","Intact Male","1 month",2014-07-29,2014-06-14,"Euthanasia",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",45
"5262",5262,"A684867","","7010 Texas 71 in Austin (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair Mix","Brown Tabby",2014-07-29,"Partner","Intact Female","3 weeks",2014-07-29,2014-07-07,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",22
"5268",5268,"A684823","*Maggie","501 U.S. 183 in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White",2014-07-29,"Partner","Intact Female","1 month",2014-08-06,2014-06-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",30
"5274",5274,"A684853","","7200 Flynn Cir in Austin (TX)","Stray","Normal","Cat","Unknown","2 years","Domestic Longhair Mix","Black/White",2014-07-29,"SCRP","Unknown","2 years",2014-07-30,2012-07-29,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"0",730
"5275",5275,"A684826","*Daryl","501 U.S. 183 in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black/White",2014-07-29,"Partner","Intact Male","1 month",2014-08-06,2014-06-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",30
"5277",5277,"A683785","Rick","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Black",2014-07-29,"","Neutered Male","2 months",2014-08-09,2014-06-02,"Adoption",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1",57
"5280",5280,"A684822","*Carol","501 U.S. 183 in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair Mix","Black/White",2014-07-29,"Partner","Intact Female","1 month",2014-08-06,2014-06-29,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",30
"5283",5283,"A684865","*Paris","Valiant Cove And Valiant Cir in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Tortie",2014-07-29,"Foster","Spayed Female","2 months",2014-08-29,2014-06-02,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",57
"5291",5291,"A684898","*Izy","2347 Douglas Street in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair Mix","Blue Tabby",2014-07-30,"","Spayed Female","1 year",2014-08-06,2013-07-30,"Adoption",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",365
"5294",5294,"A684897","","Pheaseant in Austin (TX)","Stray","Injured","Cat","Intact Female","1 year","Domestic Shorthair Mix","Gray Tabby",2014-07-30,"Suffering","Intact Female","1 year",2014-07-30,2013-07-30,"Euthanasia",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0",365
"5296",5296,"A684939","*Baloo","3607 Pevetoe in Austin (TX)","Stray","Sick","Cat","Intact Male","2 years","Russian Blue Mix","Blue",2014-07-30,"","Neutered Male","2 years",2014-09-09,2012-07-30,"Adoption",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",730
"5300",5300,"A685005","","4106 N Lamar in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair Mix","Brown Tabby",2014-07-31,"Partner","Intact Female","2 months",2014-08-01,2014-05-07,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",85
"5302",5302,"A684986","Walter","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","2 years","Siamese Mix","Flame Point",2014-07-31,"","Neutered Male","2 years",2014-08-04,2012-07-31,"Adoption",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"1",730
"5303",5303,"A684962","*Glory","7610 Blessing Ave in Austin (TX)","Stray","Injured","Cat","Intact Female","4 weeks","Domestic Shorthair","Black",2014-07-31,"Partner","Intact Female","4 weeks",2014-08-04,2014-07-01,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",30
"5306",5306,"A684972","*Tommy","2614 Howellwood Way in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair Mix","Brown Tabby",2014-07-31,"","Neutered Male","2 months",2014-09-15,2014-06-25,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"1",36
"5308",5308,"A684979","Pichu","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","1 year","Domestic Shorthair Mix","Torbie/White",2014-07-31,"","Spayed Female","1 year",2014-08-16,2013-01-31,"Adoption",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,"1",546
"5309",5309,"A632171","Rukia","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","2 years","Domestic Shorthair Mix","Brown Tabby",2014-07-31,"Partner","Spayed Female","2 years",2014-08-18,2012-05-28,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",794
"5314",5314,"A684970","*Tiny","2614 Howellwood Way in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Siamese Mix","Lynx Point",2014-07-31,"","Neutered Male","2 months",2014-09-14,2014-06-25,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"1",36
"5315",5315,"A685076","*Petey","3308 Thompson St in Austin (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Orange Tabby",2014-08-01,"Foster","Neutered Male","2 months",2014-09-17,2014-07-01,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",31
"5318",5318,"A685055","*Amelia","Old San Antonio Rd And Aikens High School Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby",2014-08-01,"Partner","Intact Female","2 months",2014-08-09,2014-06-01,"Transfer",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",61
"5326",5326,"A685065","Sodapop","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White",2014-08-01,"","Intact Female","2 months",2014-08-16,2014-06-04,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",58
"5331",5331,"A685048","","Old San Antonio Rd And Aikens High School Rd in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Shorthair Mix","Black",2014-08-01,"SCRP","Intact Male","3 months",2014-08-02,2014-05-01,"Transfer",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",92
"5335",5335,"A685067","Lucy","1901 Crossing Place in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Blue Tabby/White",2014-08-01,"","Intact Female","1 month",2014-08-14,2014-06-16,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",46
"5337",5337,"A685068","Leia","1901 Crossing Place in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Blue Tabby/White",2014-08-01,"","Intact Female","1 month",2014-08-14,2014-06-16,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",46
"5338",5338,"A685024","Pebbles","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","3 years","Siamese Mix","Chocolate Point",2014-08-01,"Partner","Spayed Female","3 years",2014-08-12,2011-08-01,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0",1096
"5344",5344,"A685102","","45Th And Caswell in Austin (TX)","Stray","Normal","Cat","Neutered Male","4 years","Domestic Shorthair Mix","Black/White",2014-08-02,"SCRP","Neutered Male","4 years",2014-08-03,2010-08-02,"Transfer",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",1461
"5345",5345,"A685106","*Larkspur","409 E William Cannon Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby",2014-08-02,"","Neutered Male","1 month",2014-09-02,2014-07-06,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",27
"5346",5346,"A685096","","1109 Bluebonnet in Austin (TX)","Stray","Normal","Cat","Unknown","3 months","Domestic Shorthair Mix","Orange Tabby",2014-08-02,"SCRP","Unknown","3 months",2014-08-03,2014-04-17,"Transfer",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0",107
"5353",5353,"A685093","","3002 Ellon Rd in Del Valle (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Medium Hair Mix","Flame Point",2014-08-02,"SCRP","Intact Male","1 year",2014-08-03,2013-08-02,"Transfer",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"0",365
"5356",5356,"A685109","*Aster","409 E William Cannon Dr in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Orange Tabby",2014-08-02,"","Neutered Male","2 months",2014-09-27,2014-07-12,"Adoption",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1",21
"5357",5357,"A685147","Luke","401 Little Texas Lane in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Shorthair Mix","Brown Tabby/White",2014-08-03,"Foster","Neutered Male","2 months",2014-09-08,2014-07-07,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",27
"5374",5374,"A685143","*Manny","401 Little Texas Lane in Austin (TX)","Stray","Normal","Cat","Intact Male","3 weeks","Domestic Medium Hair Mix","Blue/White",2014-08-03,"Foster","Neutered Male","2 months",2014-09-13,2014-07-07,"Adoption",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"1",27
"5377",5377,"A685197","","Manchaca /Redd in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair Mix","Brown Tabby",2014-08-04,"SCRP","Intact Male","1 year",2014-08-06,2013-08-04,"Transfer",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0",365
"5380",5380,"A685254","","7606 Blessing Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Black/White",2014-08-04,"Partner","Intact Male","2 weeks",2014-08-04,2014-07-20,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",15
"5381",5381,"A685252","","7606 Blessing Ave in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair Mix","Black",2014-08-04,"Partner","Intact Male","2 weeks",2014-08-04,2014-07-20,"Transfer",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0",15
"5382",5382,"A685244","","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","4 months","Domestic Shorthair Mix","Blue",2014-08-04,"","Neutered Male","4 months",2014-08-10,2014-04-04,"Adoption",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1",122
"5388",5388,"A685214","Truffles","1102 Manlove in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair Mix","Calico",2014-08-04,"","Spayed Female","1 month",2014-08-26,2014-06-27,"Adoption",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"1",38
"5391",5391,"A685215","*Jeffrey","1102 Manlove in Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair Mix","Brown Tabby",2014-08-04,"","Neutered Male","1 month",2014-08-26,2014-06-27,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",38
"5392",5392,"A685201","*Angela","6503 Bluff Springs in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 month","Domestic Shorthair Mix","Brown Tabby/White",2014-08-04,"Foster","Spayed Female","1 month",2014-08-23,2014-06-27,"Adoption",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1",38
